Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-08-17,2016,8,17,Wednesday,33,2016-33,117.98,117.98,116.52,117.1,5184900,100.43,-0.007122510238509516,101.45928571428571,103.8814
2016-08-18,2016,8,18,Thursday,33,2016-33,117.24,117.37,116.8,117.13,3710500,100.45,0.0002563222482696581,101.42714285714285,103.79599999999999
2016-08-19,2016,8,19,Friday,33,2016-33,116.8,116.8,115.0,115.01,7065700,98.63,-0.018099657828372195,101.24285714285713,103.66239999999999
2016-08-22,2016,8,22,Monday,34,2016-34,115.0,115.73,114.65,115.42,4484700,98.99,0.0035650794856476598,101.10357142857143,103.5434
2016-08-23,2016,8,23,Tuesday,34,2016-34,115.91,116.12,115.05,115.19,4305400,98.79,-0.001992635733809478,100.96071428571427,103.40960000000001
2016-08-24,2016,8,24,Wednesday,34,2016-34,115.15,115.4,114.73,114.87,4135400,98.51,-0.00277817679686021,100.75,103.2784
2016-08-25,2016,8,25,Thursday,34,2016-34,115.1,115.78,114.88,115.43,6694100,98.99,0.004875063572380878,100.51785714285714,103.16140000000001
2016-08-26,2016,8,26,Friday,34,2016-34,115.63,115.72,113.96,114.44,5294500,98.15,-0.008576539783448633,100.28214285714286,103.0238
2016-08-29,2016,8,29,Monday,35,2016-35,114.6,115.65,114.5,115.41,4983000,98.98,0.00847606115369648,100.105,102.90619999999998
2016-08-30,2016,8,30,Tuesday,35,2016-35,115.41,115.87,114.6,115.36,5085300,99.7,0.0073350733888897235,99.94928571428572,102.7832
2016-08-31,2016,8,31,Wednesday,35,2016-35,115.51,116.0,115.2,115.66,5394700,99.96,0.002600336631184419,99.77642857142858,102.67900000000002
2016-09-01,2016,9,1,Thursday,35,2016-35,115.51,115.81,114.86,115.4,3966600,99.74,-0.002247927652341719,99.57928571428572,102.6048
2016-09-02,2016,9,2,Friday,35,2016-35,115.93,116.11,115.7,115.83,3410100,100.11,0.003726123105489698,99.47,102.52799999999999
2016-09-06,2016,9,6,Tuesday,36,2016-36,117.09,119.24,116.91,117.25,6337900,101.34,0.012259452924304304,99.48357142857142,102.50619999999999
2016-09-07,2016,9,7,Wednesday,36,2016-36,117.27,117.49,116.44,116.92,2647700,101.05,-0.002814398681082797,99.52785714285713,102.5324
2016-09-08,2016,9,8,Thursday,36,2016-36,116.82,117.11,116.04,116.17,3085600,100.4,-0.006414783991790407,99.52428571428571,102.50779999999999
2016-09-09,2016,9,9,Friday,36,2016-36,115.6,115.76,114.58,114.58,4961100,99.03,-0.0136867865014344,99.55285714285715,102.43880000000001
2016-09-12,2016,9,12,Monday,37,2016-37,114.47,116.18,114.13,115.95,5014000,100.21,0.011956598278606068,99.64,102.37880000000001
2016-09-13,2016,9,13,Tuesday,37,2016-37,115.61,115.61,114.48,114.73,4162200,99.16,-0.010521698204709162,99.66642857142858,102.2968
2016-09-14,2016,9,14,Wednesday,37,2016-37,115.0,115.66,114.82,115.18,4530700,99.55,0.0039222315286877585,99.74071428571429,102.2164
2016-09-15,2016,9,15,Thursday,37,2016-37,114.88,116.24,114.77,116.14,3671200,100.38,0.008334664963712601,99.84,102.155
2016-09-16,2016,9,16,Friday,37,2016-37,115.68,116.26,114.83,115.28,9500500,99.63,-0.007404764049248058,99.94571428571429,102.07359999999998
2016-09-19,2016,9,19,Monday,38,2016-38,115.83,116.41,114.96,115.21,3741500,99.57,-0.0006070795987179745,99.98785714285714,101.9842
2016-09-20,2016,9,20,Tuesday,38,2016-38,115.72,116.63,115.5,116.45,3841800,100.65,0.01076282351625113,100.05571428571429,101.90460000000002
2016-09-21,2016,9,21,Wednesday,38,2016-38,116.49,117.05,115.96,116.93,4528900,101.06,0.004121959546942167,100.13428571428571,101.82900000000001
2016-09-22,2016,9,22,Thursday,38,2016-38,117.46,117.95,117.28,117.36,3808800,101.43,0.003677518616716169,100.255,101.751
2016-09-23,2016,9,23,Friday,38,2016-38,116.49,117.52,116.35,117.17,2776000,101.27,-0.0016191203932522935,100.33785714285715,101.6508
